date,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,cloud_cover_pct,season
2021-03-26,16.1,63.87,8.59,4.97,39.01,Spring
2021-03-27,,,9.18,8.46,26.83,Spring
2021-03-28,13.85,65.34,14.53,2.12,3.49,Spring
2021-03-29,18.57,73.36,9.99,12.88,40.51,Spring
2021-03-30,15.72,65.46,19.77,73.16,79.94,Spring
2021-03-31,15.19,54.25,25.41,7.21,33.48,Spring
2021-04-01,17.5,64.97,10.94,5.26,24.98,Spring
2021-04-02,14.97,65.14,16.68,6.14,10.1,Spring
2021-04-03,16.67,68.32,18.5,1.47,22.96,Spring
2021-04-04,14.99,66.58,18.3,25.78,65.16,Spring
2021-04-05,24.72,54.74,15.53,6.43,30.72,Spring
2021-04-06,19.19,53.74,20.2,5.88,24.72,Spring
2021-04-07,17.23,60.38,18.38,12.93,42.39,Spring
2021-04-08,20.22,54.78,6.34,7.0,28.41,Spring
2021-04-09,19.48,56.72,21.08,12.54,33.38,Spring
2021-04-10,19.4,62.63,21.21,0.76,9.77,Spring
2021-04-11,22.15,65.84,9.66,20.17,40.49,Spring
2021-04-12,22.82,58.93,15.27,33.86,60.83,Spring
2021-04-13,19.19,53.87,19.78,12.56,22.94,Spring
2021-04-14,19.29,62.0,13.53,37.1,67.63,Spring
2021-04-15,20.43,64.85,22.51,1.97,20.86,Spring
2021-04-16,,60.49,31.55,7.79,18.13,Spring
2021-04-17,17.18,60.8,9.5,11.05,39.92,Spring
2021-04-18,26.05,54.44,5.33,10.46,26.55,Spring
2021-04-19,27.12,49.59,17.13,6.16,33.14,Spring
2021-04-20,21.66,61.12,20.05,4.95,21.54,Spring
2021-04-21,24.36,55.12,13.38,1.63,20.87,Spring
2021-04-22,23.78,58.28,25.17,5.97,30.3,Spring
2021-04-23,32.31,44.93,5.63,2.13,24.83,Spring
2021-04-24,26.65,51.7,19.85,15.91,14.36,Spring
2021-04-25,23.12,60.33,10.76,2.81,11.32,Spring
2021-04-26,20.85,56.67,27.04,0.72,29.95,Spring
2021-04-27,19.1,68.56,28.95,9.65,27.36,Spring
2021-04-28,24.74,53.42,9.63,10.85,24.53,Spring
2021-04-29,22.06,58.68,11.15,24.66,28.61,Spring
2021-04-30,20.26,63.66,21.02,10.32,18.49,Spring
2021-05-01,22.79,49.88,12.29,5.09,4.36,Spring
2021-05-02,21.68,49.06,14.68,19.5,36.53,Spring
2021-05-03,30.18,43.44,15.18,9.33,22.41,Spring
2021-05-04,27.95,59.16,1.56,0.99,11.23,Spring
2021-05-05,25.47,52.07,14.9,10.01,28.33,Spring
2021-05-06,30.11,63.91,10.17,28.63,49.41,Spring
2021-05-07,26.09,51.52,11.55,6.06,46.38,Spring
2021-05-08,,57.37,25.11,4.22,8.68,Spring
2021-05-09,30.77,58.3,6.2,1.86,33.27,Spring
2021-05-10,27.99,62.85,20.69,1.97,31.5,Spring
2021-05-11,23.43,66.77,13.05,6.8,18.33,Spring
2021-05-12,26.13,60.34,13.04,10.87,31.81,Spring
2021-05-13,24.24,60.94,20.53,1.01,16.33,Spring
2021-05-14,22.87,59.87,17.38,33.67,52.16,Spring
2021-05-15,29.95,,18.99,16.88,50.29,Spring
2021-05-16,33.05,46.01,21.78,10.6,35.6,Spring
2021-05-17,23.27,52.5,12.68,21.15,44.12,Spring
2021-05-18,29.3,51.75,10.71,,16.6,Spring
2021-05-19,25.8,53.72,7.4,7.77,12.16,Spring
2021-05-20,26.42,51.81,9.22,11.93,28.66,Spring
2021-05-21,26.23,57.7,35.64,21.17,51.12,Spring
2021-05-22,25.55,59.55,23.71,18.36,21.25,Spring
2021-05-23,28.41,52.93,5.54,3.89,12.95,Spring
2021-05-24,25.89,61.89,5.74,33.94,51.81,Spring
2021-05-25,29.31,46.06,18.37,1.59,11.59,Spring
2021-05-26,28.45,51.48,18.83,24.97,34.54,Spring
2021-05-27,28.0,49.23,18.84,42.46,53.98,Spring
2021-05-28,26.09,45.0,13.22,2.34,8.45,Spring
2021-05-29,27.18,,14.12,15.36,24.09,Spring
2021-05-30,31.27,49.58,17.3,,27.48,Spring
2021-05-31,,58.3,15.6,6.24,12.54,Spring
2021-06-01,26.25,57.36,0.54,3.63,7.29,Summer
2021-06-02,29.56,46.44,13.39,4.35,17.61,Summer
2021-06-03,31.6,59.2,9.04,13.74,39.69,Summer
2021-06-04,24.41,61.79,16.23,5.58,23.05,Summer
2021-06-05,31.12,53.23,35.9,3.28,18.31,Summer
2021-06-06,27.56,52.03,17.57,8.3,27.91,Summer
2021-06-07,31.32,45.35,12.81,15.03,16.07,Summer
2021-06-08,27.38,51.44,21.45,0.11,25.05,Summer
2021-06-09,,61.21,18.38,20.23,42.04,Summer
2021-06-10,24.88,64.72,17.94,0.45,16.31,Summer
2021-06-11,,58.96,19.25,8.42,37.64,Summer
2021-06-12,30.63,48.26,29.4,1.64,10.21,Summer
2021-06-13,27.17,,7.08,0.71,31.92,Summer
2021-06-14,31.83,50.45,18.32,2.9,24.15,Summer
2021-06-15,,46.4,8.52,5.16,21.28,Summer
2021-06-16,29.76,53.01,18.89,2.4,21.96,Summer
2021-06-17,26.34,53.4,8.57,0.28,19.18,Summer
2021-06-18,28.03,50.45,12.08,4.57,36.32,Summer
2021-06-19,30.14,43.12,12.93,11.63,19.7,Summer
2021-06-20,27.42,55.84,21.83,2.42,14.55,Summer
2021-06-21,28.85,49.47,21.43,1.22,31.46,Summer
2021-06-22,33.01,42.95,6.28,2.92,16.67,Summer
2021-06-23,28.25,38.24,15.38,0.25,29.23,Summer
2021-06-24,32.48,49.09,10.03,8.59,44.72,Summer
2021-06-25,26.56,62.82,6.19,8.75,23.86,Summer
2021-06-26,31.52,58.3,13.48,4.43,30.8,Summer
2021-06-27,34.22,45.54,12.84,2.18,10.42,Summer
2021-06-28,22.45,54.24,31.99,8.04,34.78,Summer
2021-06-29,27.44,55.6,18.03,4.04,25.63,Summer
2021-06-30,31.52,45.0,5.36,8.74,32.6,Summer
2021-07-01,29.13,53.41,11.05,4.99,18.04,Summer
2021-07-02,,54.39,22.15,7.67,10.29,Summer
2021-07-03,,59.08,29.62,4.56,29.14,Summer
2021-07-04,29.84,50.83,3.9,2.67,1.77,Summer
2021-07-05,29.05,50.95,1.84,15.84,31.09,Summer
2021-07-06,32.96,44.45,28.1,3.89,32.92,Summer
2021-07-07,30.14,46.96,17.73,4.65,26.1,Summer
2021-07-08,30.32,49.82,8.92,1.25,40.6,Summer
2021-07-09,27.99,,18.74,4.91,34.67,Summer
2021-07-10,27.68,57.63,3.45,4.24,17.28,Summer
2021-07-11,27.76,48.99,15.02,1.02,21.19,Summer
2021-07-12,30.14,58.56,17.29,0.31,19.8,Summer
2021-07-13,27.6,51.77,21.47,4.64,8.35,Summer
2021-07-14,29.63,51.39,7.9,7.21,17.09,Summer
2021-07-15,34.89,43.56,15.6,3.71,17.73,Summer
2021-07-16,31.16,38.16,8.52,1.29,0.8,Summer
2021-07-17,27.46,57.66,16.79,5.49,25.42,Summer
2021-07-18,31.92,53.35,8.73,0.42,17.89,Summer
2021-07-19,26.98,52.22,12.14,2.92,5.9,Summer
2021-07-20,21.96,57.97,8.03,0.89,24.84,Summer
2021-07-21,24.92,57.85,19.56,1.02,28.08,Summer
2021-07-22,22.2,49.63,21.01,1.13,23.29,Summer
2021-07-23,26.62,51.26,13.36,2.44,18.96,Summer
2021-07-24,27.59,57.1,15.27,0.26,26.15,Summer
2021-07-25,32.42,43.0,4.86,2.54,29.08,Summer
2021-07-26,28.23,54.09,12.9,3.58,26.3,Summer
2021-07-27,26.44,47.27,14.65,3.3,14.73,Summer
2021-07-28,29.43,54.0,33.35,,24.94,Summer
2021-07-29,20.15,58.91,7.22,9.14,40.18,Summer
2021-07-30,27.33,45.27,25.25,0.79,14.74,Summer
2021-07-31,28.77,58.02,21.98,3.52,44.15,Summer
2021-08-01,21.85,54.05,16.96,0.32,15.03,Summer
2021-08-02,29.55,47.52,27.31,0.37,20.66,Summer
2021-08-03,26.96,54.64,17.6,4.27,17.11,Summer
2021-08-04,24.52,61.34,17.72,4.17,25.99,Summer
2021-08-05,27.48,48.14,14.63,10.52,12.05,Summer
2021-08-06,32.21,49.75,23.56,4.08,18.21,Summer
2021-08-07,25.76,56.75,22.68,16.07,23.54,Summer
2021-08-08,25.77,58.06,10.62,0.25,21.58,Summer
2021-08-09,23.45,57.33,5.77,0.52,30.41,Summer
2021-08-10,22.08,55.71,13.58,0.23,26.66,Summer
2021-08-11,26.92,49.53,9.4,1.02,0.0,Summer
2021-08-12,21.66,58.31,14.56,,43.93,Summer
2021-08-13,24.24,50.46,23.66,5.19,27.62,Summer
2021-08-14,22.38,42.69,11.8,0.23,12.44,Summer
2021-08-15,25.04,57.36,14.7,14.59,34.7,Summer
2021-08-16,24.39,60.21,15.41,,30.07,Summer
2021-08-17,26.29,42.36,20.94,1.76,14.91,Summer
2021-08-18,21.43,53.01,0.73,0.4,22.34,Summer
2021-08-19,21.93,60.76,10.75,0.93,14.76,Summer
2021-08-20,19.58,69.83,16.48,0.68,16.57,Summer
2021-08-21,20.96,58.54,23.4,0.66,13.73,Summer
2021-08-22,23.2,53.01,11.56,3.65,8.96,Summer
2021-08-23,24.11,55.01,1.86,1.41,22.73,Summer
2021-08-24,18.84,67.01,19.34,2.22,27.85,Summer
2021-08-25,23.98,52.79,10.55,22.78,45.65,Summer
2021-08-26,25.21,51.05,6.67,5.77,33.39,Summer
2021-08-27,22.14,55.08,10.63,14.88,36.63,Summer
2021-08-28,26.3,49.4,13.71,0.77,15.36,Summer
2021-08-29,18.1,61.34,10.77,2.41,30.56,Summer
2021-08-30,16.45,70.17,0.44,4.05,10.07,Summer
2021-08-31,14.6,65.14,21.28,0.4,11.35,Summer
2021-09-01,24.18,54.6,23.92,0.04,10.4,Autumn
2021-09-02,21.41,56.62,19.56,11.1,40.79,Autumn
2021-09-03,19.04,52.16,7.04,10.27,38.67,Autumn
2021-09-04,19.79,63.79,13.59,5.29,29.63,Autumn
2021-09-05,15.33,62.56,14.95,6.73,36.77,Autumn
2021-09-06,25.79,53.67,19.19,5.37,16.04,Autumn
2021-09-07,18.59,76.3,19.68,0.24,23.7,Autumn
2021-09-08,18.28,62.08,9.86,4.09,22.43,Autumn
2021-09-09,19.87,55.55,15.57,1.95,30.22,Autumn
2021-09-10,18.89,57.97,18.2,1.04,19.78,Autumn
2021-09-11,17.86,,25.19,31.4,44.41,Autumn
2021-09-12,14.56,64.13,19.93,9.15,33.64,Autumn
2021-09-13,18.09,53.55,20.52,13.04,40.5,Autumn
2021-09-14,22.06,62.15,15.59,3.79,16.73,Autumn
2021-09-15,20.2,55.71,24.87,4.99,23.88,Autumn
2021-09-16,,68.03,17.87,2.7,11.85,Autumn
2021-09-17,14.11,69.32,8.97,1.02,0.0,Autumn
2021-09-18,12.42,63.04,24.82,1.97,23.78,Autumn
2021-09-19,14.75,69.81,19.89,15.97,40.46,Autumn
2021-09-20,15.04,63.52,11.9,11.32,32.81,Autumn
2021-09-21,17.9,,11.64,7.92,7.63,Autumn
2021-09-22,9.28,70.21,17.08,6.45,22.29,Autumn
2021-09-23,18.69,,18.24,25.57,20.83,Autumn
2021-09-24,13.37,61.3,16.38,0.76,34.38,Autumn
2021-09-25,12.3,70.52,17.18,3.29,12.1,Autumn
2021-09-26,10.29,65.3,26.9,4.31,36.43,Autumn
2021-09-27,8.1,,22.5,15.25,43.19,Autumn
2021-09-28,15.28,58.21,16.33,48.95,55.05,Autumn
2021-09-29,12.78,,21.59,2.75,11.15,Autumn
2021-09-30,8.43,78.77,7.77,20.74,42.17,Autumn
2021-10-01,8.16,63.34,17.79,17.76,27.54,Autumn
2021-10-02,10.79,66.7,27.67,2.54,23.31,Autumn
2021-10-03,16.55,,13.47,5.1,19.76,Autumn
2021-10-04,10.52,66.4,9.07,5.27,6.93,Autumn
2021-10-05,6.54,72.24,10.44,38.27,32.14,Autumn
2021-10-06,10.06,61.85,7.37,2.0,24.06,Autumn
2021-10-07,9.73,,9.51,16.05,28.83,Autumn
2021-10-08,2.21,72.5,12.41,4.07,18.13,Autumn
2021-10-09,9.9,72.22,5.16,13.13,38.77,Autumn
2021-10-10,9.12,73.85,15.11,5.45,36.64,Autumn
2021-10-11,,78.83,21.32,8.64,25.05,Autumn
2021-10-12,14.88,66.2,8.65,17.87,32.68,Autumn
2021-10-13,,66.86,25.63,16.3,39.68,Autumn
2021-10-14,8.05,69.74,18.58,20.13,24.55,Autumn
2021-10-15,5.31,69.2,22.21,0.61,22.78,Autumn
2021-10-16,,64.01,10.4,11.78,36.12,Autumn
2021-10-17,8.34,67.06,20.98,1.51,28.16,Autumn
2021-10-18,7.97,69.67,7.36,5.38,5.47,Autumn
2021-10-19,7.63,75.69,21.23,7.95,19.54,Autumn
2021-10-20,8.08,63.72,16.2,5.15,15.86,Autumn
2021-10-21,6.83,75.45,18.87,7.33,27.6,Autumn
2021-10-22,5.32,77.54,6.77,56.63,75.77,Autumn
2021-10-23,5.18,70.47,8.73,1.45,36.27,Autumn
2021-10-24,6.51,59.39,19.18,11.25,25.18,Autumn
2021-10-25,4.76,68.36,8.36,5.04,19.56,Autumn
2021-10-26,4.04,78.46,18.24,1.43,32.78,Autumn
2021-10-27,6.29,70.06,5.43,1.73,24.52,Autumn
2021-10-28,5.01,66.21,20.94,29.81,59.51,Autumn
2021-10-29,10.08,64.62,6.37,21.17,41.94,Autumn
2021-10-30,-2.58,81.48,18.87,23.76,29.81,Autumn
2021-10-31,8.45,71.18,19.38,47.72,49.61,Autumn
2021-11-01,8.72,67.04,10.12,2.34,6.59,Autumn
2021-11-02,-1.43,74.52,19.07,4.39,30.57,Autumn
2021-11-03,3.57,70.39,16.82,11.06,41.84,Autumn
2021-11-04,3.3,67.95,11.23,6.61,44.45,Autumn
2021-11-05,0.01,83.28,7.94,5.42,33.31,Autumn
2021-11-06,1.72,72.22,1.26,4.43,35.61,Autumn
2021-11-07,0.55,80.85,17.45,9.01,22.31,Autumn
2021-11-08,8.97,75.64,4.05,8.57,16.15,Autumn
2021-11-09,6.35,75.12,15.67,1.76,30.09,Autumn
2021-11-10,7.19,67.3,13.16,6.38,29.92,Autumn
2021-11-11,5.38,72.92,19.75,8.06,28.33,Autumn
2021-11-12,-0.33,75.35,12.89,8.45,31.48,Autumn
2021-11-13,1.33,69.63,12.69,2.36,25.35,Autumn
2021-11-14,4.22,73.45,20.12,13.56,45.04,Autumn
2021-11-15,-1.06,70.16,17.35,0.26,33.18,Autumn
2021-11-16,4.6,77.47,17.21,4.38,29.39,Autumn
2021-11-17,1.6,71.6,18.28,15.15,42.09,Autumn
2021-11-18,1.06,75.37,4.25,8.3,32.61,Autumn
2021-11-19,4.19,73.28,20.3,3.03,18.11,Autumn
2021-11-20,3.26,71.31,19.29,11.87,38.25,Autumn
2021-11-21,0.72,77.57,7.88,8.38,13.6,Autumn
2021-11-22,5.16,68.71,13.29,15.91,44.86,Autumn
2021-11-23,-1.68,80.91,14.72,13.28,20.01,Autumn
2021-11-24,3.3,65.84,14.06,9.42,31.34,Autumn
2021-11-25,3.12,73.34,17.34,6.7,17.58,Autumn
2021-11-26,0.31,84.66,25.02,1.43,26.82,Autumn
2021-11-27,,68.52,22.57,3.03,22.39,Autumn
2021-11-28,-2.71,73.99,5.81,5.43,8.94,Autumn
2021-11-29,3.72,74.8,19.35,9.15,32.44,Autumn
2021-11-30,0.3,75.86,24.3,7.21,20.71,Autumn
2021-12-01,-0.79,77.6,19.21,2.72,31.26,Winter
2021-12-02,3.84,74.58,24.14,0.05,20.06,Winter
2021-12-03,-1.49,79.58,30.59,5.49,28.89,Winter
2021-12-04,-3.68,83.7,23.67,2.69,12.85,Winter
2021-12-05,-4.19,80.61,18.25,10.61,23.66,Winter
2021-12-06,2.24,72.21,23.82,0.19,15.59,Winter
2021-12-07,-3.48,81.36,17.51,7.03,34.9,Winter
2021-12-08,5.57,80.25,16.67,22.71,57.21,Winter
2021-12-09,-5.99,79.34,14.04,1.53,13.33,Winter
2021-12-10,,66.1,27.44,5.1,35.36,Winter
2021-12-11,0.8,80.1,10.77,0.77,0.0,Winter
2021-12-12,-0.16,74.73,27.23,7.86,15.13,Winter
2021-12-13,-1.53,65.57,20.0,6.4,16.17,Winter
2021-12-14,1.27,78.43,6.7,4.19,10.24,Winter
2021-12-15,-0.06,72.58,19.07,5.89,9.47,Winter
2021-12-16,3.34,72.08,1.8,18.15,40.47,Winter
2021-12-17,0.36,76.58,20.88,1.75,19.43,Winter
2021-12-18,0.46,75.79,22.7,0.18,23.96,Winter
2021-12-19,-1.09,79.63,12.35,15.82,41.15,Winter
2021-12-20,-0.17,73.17,17.36,6.89,28.85,Winter
2021-12-21,,77.03,30.18,17.71,42.51,Winter
2021-12-22,-5.12,78.01,12.96,7.27,25.85,Winter
2021-12-23,-4.02,82.12,9.09,13.29,20.09,Winter
2021-12-24,2.27,76.47,26.87,4.49,34.62,Winter
2021-12-25,0.57,70.07,30.24,11.09,24.09,Winter
2021-12-26,-0.47,81.01,16.53,19.54,28.23,Winter
2021-12-27,0.17,72.39,23.58,6.79,24.33,Winter
2021-12-28,1.19,78.29,25.89,1.6,12.31,Winter
2021-12-29,-1.43,78.19,11.3,2.5,18.08,Winter
2021-12-30,-2.1,86.08,13.1,1.77,25.03,Winter
2021-12-31,0.87,,25.12,2.27,25.52,Winter
2022-01-01,-2.6,75.54,28.3,2.93,13.66,Winter
2022-01-02,1.61,73.82,20.44,6.48,20.95,Winter
2022-01-03,-4.66,77.42,10.34,,37.13,Winter
2022-01-04,3.6,76.33,30.41,4.45,28.97,Winter
2022-01-05,2.0,65.53,12.78,7.64,47.63,Winter
2022-01-06,1.42,68.8,14.15,0.68,32.41,Winter
2022-01-07,3.68,66.92,18.9,0.74,32.1,Winter
2022-01-08,5.81,75.31,27.38,1.51,7.48,Winter
2022-01-09,3.95,80.61,22.48,5.84,32.89,Winter
2022-01-10,-4.53,78.31,19.4,,21.2,Winter
2022-01-11,-2.75,76.57,19.74,2.66,16.89,Winter
2022-01-12,-0.69,76.11,16.8,4.09,25.36,Winter
2022-01-13,1.37,79.92,20.41,13.36,41.48,Winter
2022-01-14,,68.21,4.21,0.11,25.11,Winter
2022-01-15,-0.67,,14.42,8.38,18.76,Winter
2022-01-16,2.18,78.34,18.19,8.84,35.38,Winter
2022-01-17,-0.53,78.14,8.44,12.82,25.16,Winter
2022-01-18,0.03,76.13,19.2,21.6,41.6,Winter
2022-01-19,-2.23,82.0,15.07,0.16,17.11,Winter
2022-01-20,-0.65,,28.79,1.34,19.01,Winter
2022-01-21,-1.8,80.04,27.51,17.38,43.31,Winter
2022-01-22,-0.54,72.37,13.24,4.91,14.01,Winter
2022-01-23,5.69,61.5,15.44,6.65,45.44,Winter
2022-01-24,-0.17,77.9,15.98,8.7,9.62,Winter
2022-01-25,10.72,73.5,13.34,9.09,22.21,Winter
2022-01-26,4.46,70.95,17.87,,43.03,Winter
2022-01-27,3.69,77.02,11.19,46.34,67.55,Winter
2022-01-28,,82.69,8.59,10.19,28.16,Winter
2022-01-29,5.56,77.34,20.86,2.71,21.86,Winter
2022-01-30,1.9,81.89,20.91,16.95,39.36,Winter
2022-01-31,4.16,75.59,10.87,0.4,18.05,Winter
2022-02-01,11.65,66.27,22.77,2.1,35.82,Winter
2022-02-02,3.86,64.11,12.08,,44.79,Winter
2022-02-03,7.77,67.76,18.27,2.37,30.86,Winter
2022-02-04,,69.07,22.24,1.99,12.13,Winter
2022-02-05,4.59,82.39,16.26,1.19,20.28,Winter
2022-02-06,10.2,,19.68,,31.11,Winter
2022-02-07,3.19,73.27,12.88,5.55,14.94,Winter
2022-02-08,10.71,69.4,15.12,8.99,31.69,Winter
2022-02-09,7.59,,15.06,2.19,16.59,Winter
2022-02-10,3.98,80.5,11.27,11.35,36.77,Winter
2022-02-11,7.77,65.88,15.26,11.42,19.57,Winter
2022-02-12,9.0,68.98,5.66,3.0,39.89,Winter
2022-02-13,8.15,64.97,13.06,4.23,14.84,Winter
2022-02-14,1.79,67.18,14.51,1.88,23.89,Winter
2022-02-15,4.53,68.52,14.71,30.03,54.94,Winter
2022-02-16,,70.07,14.81,8.3,21.76,Winter
2022-02-17,6.93,67.52,16.07,21.81,48.15,Winter
2022-02-18,9.23,64.36,19.86,2.89,10.31,Winter
2022-02-19,8.13,61.68,22.62,12.18,45.49,Winter
2022-02-20,3.81,71.74,11.95,11.61,30.59,Winter
2022-02-21,9.19,60.33,8.08,9.41,22.51,Winter
2022-02-22,,70.92,9.21,26.97,41.28,Winter
2022-02-23,10.19,67.47,13.09,4.0,31.69,Winter
2022-02-24,11.98,58.33,14.04,1.12,15.16,Winter
2022-02-25,11.48,64.48,11.11,8.91,20.53,Winter
2022-02-26,,62.97,7.43,10.45,27.19,Winter
2022-02-27,9.24,69.41,13.31,6.85,14.39,Winter
2022-02-28,4.71,78.14,17.77,1.85,39.87,Winter
2022-03-01,11.23,56.85,19.17,8.43,21.92,Spring
2022-03-02,10.8,67.14,11.1,4.49,32.36,Spring
2022-03-03,11.24,65.41,12.11,6.69,28.12,Spring
2022-03-04,6.84,,8.51,12.44,21.35,Spring
2022-03-05,7.68,70.13,14.78,16.41,34.71,Spring
2022-03-06,14.33,59.99,9.06,3.17,30.69,Spring
2022-03-07,11.3,64.57,19.01,6.24,23.73,Spring
2022-03-08,13.72,60.26,2.5,3.76,35.32,Spring
2022-03-09,12.01,70.98,12.48,2.66,32.61,Spring
2022-03-10,12.27,65.5,17.11,18.36,45.71,Spring
2022-03-11,15.25,72.52,16.29,28.8,41.32,Spring
2022-03-12,11.14,66.0,33.85,5.55,14.2,Spring
2022-03-13,13.23,61.08,17.45,,28.89,Spring
2022-03-14,11.81,58.19,7.97,27.28,46.51,Spring
2022-03-15,12.15,56.47,14.33,22.46,45.67,Spring
2022-03-16,12.78,57.06,2.57,2.42,0.46,Spring
2022-03-17,14.63,64.84,14.44,37.56,53.73,Spring
2022-03-18,12.79,67.52,9.17,5.67,26.69,Spring
2022-03-19,18.25,52.7,21.41,4.97,21.7,Spring
2022-03-20,12.06,70.04,11.15,0.77,33.61,Spring
2022-03-21,14.44,61.24,14.18,7.99,31.41,Spring
2022-03-22,13.94,64.79,10.55,1.39,34.35,Spring
2022-03-23,19.86,67.38,27.17,3.43,20.93,Spring
2022-03-24,16.36,66.6,12.75,4.57,33.49,Spring
2022-03-25,19.13,58.56,27.83,19.85,54.22,Spring
2022-03-26,11.83,61.29,20.7,25.0,55.62,Spring
2022-03-27,17.35,50.57,18.37,,12.97,Spring
2022-03-28,19.47,56.03,17.58,23.48,38.6,Spring
2022-03-29,17.31,60.31,17.76,23.36,37.57,Spring
2022-03-30,20.51,53.86,1.51,17.36,40.52,Spring
2022-03-31,16.02,61.74,13.05,1.9,28.58,Spring
2022-04-01,22.05,57.95,20.92,,24.27,Spring
2022-04-02,24.97,54.11,14.66,34.81,52.01,Spring
2022-04-03,17.24,58.17,5.16,13.77,12.19,Spring
2022-04-04,17.24,62.26,14.63,4.83,38.77,Spring
2022-04-05,23.19,58.87,26.93,8.33,22.37,Spring
2022-04-06,23.82,50.7,23.73,,31.77,Spring
2022-04-07,17.76,68.06,14.57,8.57,24.62,Spring
2022-04-08,18.31,60.06,21.66,1.53,32.84,Spring
2022-04-09,18.97,60.12,12.43,4.49,0.0,Spring
2022-04-10,16.03,65.93,3.07,19.46,37.35,Spring
2022-04-11,17.55,62.33,8.53,23.72,40.29,Spring
2022-04-12,,65.95,25.94,1.77,17.06,Spring
2022-04-13,18.48,61.86,13.08,36.54,70.14,Spring
2022-04-14,20.92,55.41,13.3,4.78,15.43,Spring
2022-04-15,21.96,59.45,12.9,13.03,39.44,Spring
2022-04-16,26.14,48.58,28.33,16.72,38.61,Spring
2022-04-17,18.73,60.77,26.38,20.05,50.66,Spring
2022-04-18,24.91,55.12,30.53,34.97,44.8,Spring
2022-04-19,21.54,,13.89,4.5,16.72,Spring
2022-04-20,22.26,56.76,17.07,23.47,52.08,Spring
2022-04-21,24.65,46.08,4.38,1.69,25.78,Spring
2022-04-22,19.48,56.88,25.34,14.65,17.74,Spring
2022-04-23,24.22,56.3,6.83,16.26,29.24,Spring
2022-04-24,23.79,56.98,16.52,13.59,36.09,Spring
2022-04-25,,50.09,7.32,3.49,31.52,Spring
2022-04-26,24.58,61.87,10.88,,35.5,Spring
2022-04-27,31.29,45.85,9.14,2.22,0.0,Spring
2022-04-28,22.21,62.28,10.74,0.66,25.83,Spring
2022-04-29,22.74,59.15,11.23,15.17,21.45,Spring
2022-04-30,,53.85,11.16,7.74,6.8,Spring
2022-05-01,23.06,65.63,20.83,,12.1,Spring
2022-05-02,23.01,50.83,7.27,5.8,33.36,Spring
2022-05-03,,56.86,16.54,2.21,23.28,Spring
2022-05-04,29.57,56.56,23.53,21.73,37.3,Spring
2022-05-05,23.78,52.83,11.41,9.55,42.49,Spring
2022-05-06,,63.63,9.97,,28.64,Spring
2022-05-07,27.27,52.14,13.39,15.29,49.93,Spring
2022-05-08,24.37,57.15,23.26,8.59,13.8,Spring
2022-05-09,28.1,54.03,16.36,11.13,29.67,Spring
2022-05-10,26.98,52.95,11.28,7.41,10.51,Spring
2022-05-11,21.99,61.67,18.39,21.17,36.76,Spring
2022-05-12,31.35,54.1,7.28,21.23,36.62,Spring
2022-05-13,32.25,40.66,19.77,14.83,39.61,Spring
2022-05-14,25.18,61.58,17.86,1.34,21.66,Spring
2022-05-15,26.01,46.09,12.85,21.91,45.95,Spring
2022-05-16,28.18,57.83,9.13,13.34,39.04,Spring
2022-05-17,28.47,58.07,8.79,14.33,54.45,Spring
2022-05-18,29.58,46.09,18.74,5.41,21.72,Spring
2022-05-19,33.78,46.13,23.6,25.37,33.42,Spring
2022-05-20,27.35,47.8,10.54,15.51,36.42,Spring
2022-05-21,25.62,53.64,18.21,1.43,13.27,Spring
2022-05-22,24.0,54.47,0.39,6.29,40.48,Spring
2022-05-23,26.07,58.25,10.91,26.1,40.66,Spring
2022-05-24,28.28,59.14,14.78,0.58,14.87,Spring
2022-05-25,33.88,55.08,8.63,39.06,50.44,Spring
2022-05-26,27.05,50.76,8.44,13.64,39.46,Spring
2022-05-27,29.38,50.66,10.33,11.98,29.2,Spring
2022-05-28,,43.78,17.05,3.79,16.99,Spring
2022-05-29,32.48,45.2,13.69,3.43,39.74,Spring
2022-05-30,36.59,50.76,0.67,34.18,42.2,Spring
2022-05-31,27.51,61.28,0.16,4.25,24.18,Spring
2022-06-01,27.72,46.86,10.75,,33.25,Summer
2022-06-02,32.4,46.33,18.2,2.5,5.93,Summer
2022-06-03,31.39,49.96,4.23,0.75,25.48,Summer
2022-06-04,34.96,48.64,11.5,0.05,9.5,Summer
2022-06-05,31.24,46.17,11.32,3.93,31.76,Summer
2022-06-06,28.47,54.55,24.72,18.6,27.12,Summer
2022-06-07,31.38,47.73,12.3,2.3,29.0,Summer
2022-06-08,,48.74,17.68,2.21,33.05,Summer
2022-06-09,32.18,52.19,15.99,2.11,30.51,Summer
2022-06-10,31.29,50.21,0.09,3.68,25.82,Summer
2022-06-11,33.01,46.62,20.38,2.91,20.3,Summer
2022-06-12,33.36,47.97,16.51,10.6,23.77,Summer
2022-06-13,34.03,47.54,18.56,3.52,37.88,Summer
2022-06-14,31.86,47.87,42.48,3.54,16.19,Summer
2022-06-15,29.44,50.36,0.41,0.74,10.3,Summer
2022-06-16,30.4,58.88,27.07,20.3,44.92,Summer
2022-06-17,33.6,51.14,12.99,1.44,13.33,Summer
2022-06-18,27.54,51.7,17.01,0.38,10.84,Summer
2022-06-19,31.1,53.81,14.68,5.44,10.46,Summer
2022-06-20,28.82,50.48,12.03,4.52,19.24,Summer
